Entity,Year,cum_sum_regions,global_share_land_use_extent,foraging,extensive_agriculture,intensive_agriculture,pastoralism,urban,foraging_onset_date,foraging_decline_date,extensive_agriculture_onset,extensive_agriculture_decline,pastoralism_onset,pastoralism_decline,intensive_agriculture_onset,intensive_agriculture_decline,urban_onset,urban_decline
Mozambique,0,,,Widespread,Minimal,None,Minimal,Absent,-8000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1900.0,1900.0,1000.0,1900.0
Mozambique,1000,,,Widespread,Common,Minimal,Common,Present,,,,,,,,,,
Mozambique,1500,,,Widespread,Widespread,Minimal,Common,Present,,,,,,,,,,
Mozambique,1750,,,Common,Widespread,Minimal,Common,Present,,,,,,,,,,
Mozambique,1850,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Myanmar,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Myanmar,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Myanmar,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Myanmar,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Myanmar,-1000,,,Common,Common,None,None,Absent,,,,,,,,,,
Myanmar,0,,,Common,Common,None,None,Absent,,,,,,,,,,
Myanmar,1000,,,Common,Common,Common,Minimal,Present,,,,,,,,,,
Myanmar,1500,,,Common,Widespread,Common,Minimal,Present,,,,,,,,,,
Myanmar,1750,,,Common,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Myanmar,1850,,,Common,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Namibia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Namibia,0,,,Widespread,Minimal,None,Minimal,Absent,,,,,,,,,,
Namibia,1000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Namibia,1500,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Namibia,1750,,,Widespread,Minimal,Minimal,Common,Present,,,,,,,,,,
Namibia,1850,,,Widespread,Minimal,Minimal,Common,Present,,,,,,,,,,
Nepal,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Nepal,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Nepal,-4000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Nepal,-2000,,,Common,Minimal,Minimal,Common,Absent,,,,,,,,,,
Nepal,-1000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Nepal,0,,,Common,Common,Common,Common,Present,-8000.0,1800.0,-1000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0,0.0,1900.0
Nepal,1000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Nepal,1500,,,Common,Common,Common,Common,Present,,,,,,,,,,
Nepal,1750,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Nepal,1850,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Netherlands,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Netherlands,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Netherlands,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Netherlands,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Netherlands,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Netherlands,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Netherlands,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Netherlands,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Netherlands,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Netherlands,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
New Zealand,-8000,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,-6000,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,-4000,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,-2000,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,-1000,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,0,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,1000,,,None,None,None,None,Absent,,,,,,,,,,
New Zealand,1500,,,Common,Common,Common,None,Absent,,,,,,,,,,
New Zealand,1750,,,Common,Common,Common,None,Absent,,,,,,,,,,
New Zealand,1850,,,Common,Common,Common,Minimal,Present,,,,,,,,,,
Nicaragua,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Nicaragua,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Nicaragua,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Nicaragua,-2000,,,Common,Common,None,None,Absent,,,,,,,,,,
Nicaragua,-1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Nicaragua,0,,,Widespread,Widespread,Minimal,None,Absent,-8000.0,1900.0,-2000.0,1900.0,1800.0,1900.0,1000.0,1900.0,1000.0,1900.0
Nicaragua,1000,,,Widespread,Widespread,Common,None,Present,,,,,,,,,,
Nicaragua,1500,,,Widespread,Widespread,Minimal,None,Present,,,,,,,,,,
Nicaragua,1750,,,Widespread,Widespread,Common,Common,Present,,,,,,,,,,
Nicaragua,1850,,,Common,Widespread,Widespread,Common,Present,,,,,,,,,,
Niger,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Niger,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Niger,-4000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Niger,-2000,,,Common,None,None,Common,Absent,,,,,,,,,,
Niger,-1000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Niger,0,,,Common,Common,Minimal,Widespread,Split,-8000.0,0.0,-1000.0,0.0,-2000.0,1900.0,1000.0,1000.0,1550.0,1900.0
Niger,1000,,,Minimal,None,Common,Widespread,Split,,,,,,,,,,
Niger,1500,,,Minimal,None,Minimal,Common,Present,,,,,,,,,,
Niger,1750,,,Minimal,None,Minimal,Common,Present,,,,,,,,,,
Niger,1850,,,Minimal,None,Minimal,Common,Present,,,,,,,,,,
Nigeria,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Nigeria,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Nigeria,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Nigeria,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Nigeria,-1000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Nigeria,0,,,Common,Widespread,None,Common,Split,,,,,,,,,,
Nigeria,1000,,,Common,Common,None,Common,Present,,,,,,,,,,
Nigeria,1500,,,Minimal,Common,Minimal,Common,Present,,,,,,,,,,
Nigeria,1750,,,Minimal,Common,Minimal,Common,Present,,,,,,,,,,
Nigeria,1850,,,Minimal,Common,Minimal,Common,Present,,,,,,,,,,
North Korea,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
North Korea,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
North Korea,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
North Korea,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
North Korea,-1000,,,Widespread,Widespread,Minimal,None,Absent,,,,,,,,,,
North Korea,0,,,Common,Common,Widespread,Minimal,Present,-8000.0,0.0,-1000.0,1800.0,1000.0,1900.0,0.0,1900.0,0.0,1900.0
North Korea,1000,,,Minimal,Common,Widespread,Common,Present,,,,,,,,,,
North Korea,1500,,,Minimal,Common,Widespread,Common,Present,,,,,,,,,,
North Korea,1750,,,Minimal,Common,Widespread,Common,Present,,,,,,,,,,
North Korea,1850,,,Minimal,Minimal,Widespread,Common,Present,,,,,,,,,,
North Macedonia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
North Macedonia,-6000,,,Common,Common,None,Common,Absent,,,,,,,,,,
North Macedonia,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
North Macedonia,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
North Macedonia,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
North Macedonia,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
North Macedonia,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
North Macedonia,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
North Macedonia,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
North Macedonia,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Oman,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Oman,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Oman,-4000,,,Common,None,None,Common,Absent,,,,,,,,,,
Oman,-2000,,,Common,Minimal,None,Common,Absent,,,,,,,,,,
Oman,-1000,,,Minimal,Minimal,Common,Common,Absent,,,,,,,,,,
Oman,0,,,Minimal,Minimal,Common,Common,Absent,,,,,,,,,,
Oman,1000,,,Minimal,None,Common,Common,Present,,,,,,,,,,
Oman,1500,,,None,None,Common,Common,Present,,,,,,,,,,
Oman,1750,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Oman,1850,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Pakistan,-8000,,,Minimal,None,None,Minimal,Absent,,,,,,,,,,
Pakistan,-6000,,,Minimal,Minimal,Minimal,Common,Split,,,,,,,,,,
Pakistan,-4000,,,Minimal,Minimal,Widespread,Common,Present,,,,,,,,,,
Pakistan,-2000,,,Minimal,Common,Minimal,Widespread,Present,,,,,,,,,,
Pakistan,-1000,,,Minimal,Common,Minimal,Common,Present,,,,,,,,,,
Pakistan,0,,,None,Minimal,Widespread,Common,Present,,,,,,,,,,
Pakistan,1000,,,None,Minimal,Widespread,Minimal,Present,,,,,,,,,,
Pakistan,1500,,,None,Minimal,Widespread,Minimal,Present,,,,,,,,,,
Pakistan,1750,,,None,Minimal,Widespread,Minimal,Present,,,,,,,,,,
Pakistan,1850,,,None,Minimal,Widespread,Minimal,Present,,,,,,,,,,
Palestine,-8000,,,Widespread,Common,Minimal,Minimal,Absent,,,,,,,,,,
Palestine,-6000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Palestine,-4000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Palestine,-2000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Palestine,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Palestine,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-6000.0,-8000.0,1900.0,-6000.0,1900.0,-6000.0,1900.0,-4000.0,1900.0
Palestine,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Palestine,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Palestine,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Palestine,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Panama,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Panama,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Panama,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Panama,-2000,,,Common,Common,None,None,Absent,,,,,,,,,,
Panama,-1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Panama,0,,,Widespread,Widespread,Minimal,None,Absent,-8000.0,1900.0,-2000.0,1900.0,1800.0,1900.0,1000.0,1900.0,1000.0,1900.0
Panama,1000,,,Widespread,Widespread,Common,None,Present,,,,,,,,,,
Panama,1500,,,Widespread,Widespread,Minimal,None,Present,,,,,,,,,,
Panama,1750,,,Widespread,Widespread,Common,Common,Present,,,,,,,,,,
Panama,1850,,,Common,Widespread,Widespread,Common,Present,,,,,,,,,,
Papua New Guinea,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Papua New Guinea,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Papua New Guinea,-4000,,,Widespread,Minimal,Minimal,None,Absent,,,,,,,,,,
Papua New Guinea,-2000,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Papua New Guinea,-1000,,,Widespread,Common,Common,None,Absent,,,,,,,,,,
Papua New Guinea,0,,,Widespread,Common,Common,None,Absent,,,,,,,,,,
Papua New Guinea,1000,,,Widespread,Common,Common,None,Absent,,,,,,,,,,
Papua New Guinea,1500,,,Widespread,Common,Common,None,Absent,,,,,,,,,,
Papua New Guinea,1750,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Papua New Guinea,1850,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Pastoralism,-8000,,0.000394989,,,,,,,,,,,,,,,
Pastoralism,-7901,,0.000461821,,,,,,,,,,,,,,,
Pastoralism,-7801,,0.000539945,,,,,,,,,,,,,,,
Pastoralism,-7702,,0.000631253,,,,,,,,,,,,,,,
Pastoralism,-7602,,0.000737948,,,,,,,,,,,,,,,
Pastoralism,-7503,,0.0008625960000000001,,,,,,,,,,,,,,,
Pastoralism,-7403,,0.001008183,,,,,,,,,,,,,,,
Pastoralism,-7304,,0.001178179,,,,,,,,,,,,,,,
Pastoralism,-7204,,0.0013766179999999998,,,,,,,,,,,,,,,
Pastoralism,-7105,,0.0016081829999999998,,,,,,,,,,,,,,,
Pastoralism,-7005,,0.001878308,,,,,,,,,,,,,,,
Pastoralism,-6906,,0.002193293,,,,,,,,,,,,,,,
Pastoralism,-6806,,0.002560434,,,,,,,,,,,,,,,
Pastoralism,-6707,,0.0029881720000000003,,,,,,,,,,,,,,,
Pastoralism,-6607,,0.003486263,,,,,,,,,,,,,,,
Pastoralism,-6508,,0.00406597,,,,,,,,,,,,,,,
Pastoralism,-6408,,0.004740278,,,,,,,,,,,,,,,
Pastoralism,-6309,,0.0055241330000000005,,,,,,,,,,,,,,,
Pastoralism,-6209,,0.006434716,,,,,,,,,,,,,,,
Pastoralism,-6110,,0.007491736999999999,,,,,,,,,,,,,,,
Pastoralism,-6010,,0.008717767,,,,,,,,,,,,,,,
Pastoralism,-5911,,0.010138457,,,,,,,,,,,,,,,
Pastoralism,-5811,,0.01178209,,,,,,,,,,,,,,,
Pastoralism,-5712,,0.013679938,,,,,,,,,,,,,,,
Pastoralism,-5612,,0.015866572,,,,,,,,,,,,,,,
Pastoralism,-5513,,0.018379906,,,,,,,,,,,,,,,
Pastoralism,-5413,,0.021261161,,,,,,,,,,,,,,,
Pastoralism,-5314,,0.024554705,,,,,,,,,,,,,,,
Pastoralism,-5214,,0.028307741,,,,,,,,,,,,,,,
Pastoralism,-5115,,0.032569831,,,,,,,,,,,,,,,
Pastoralism,-5015,,0.037392207999999996,,,,,,,,,,,,,,,
Pastoralism,-4916,,0.042826864000000006,,,,,,,,,,,,,,,
Pastoralism,-4816,,0.048925387,,,,,,,,,,,,,,,
Pastoralism,-4717,,0.055737555,,,,,,,,,,,,,,,
Pastoralism,-4617,,0.06330967,,,,,,,,,,,,,,,
Pastoralism,-4518,,0.07168269099999999,,,,,,,,,,,,,,,
Pastoralism,-4418,,0.080890187,,,,,,,,,,,,,,,
Pastoralism,-4319,,0.090956193,,,,,,,,,,,,,,,
Pastoralism,-4219,,0.101893082,,,,,,,,,,,,,,,
Pastoralism,-4120,,0.113699538,,,,,,,,,,,,,,,
Pastoralism,-4020,,0.1263588,,,,,,,,,,,,,,,
Pastoralism,-3921,,0.139840525,,,,,,,,,,,,,,,
Pastoralism,-3821,,0.154124025,,,,,,,,,,,,,,,
Pastoralism,-3722,,0.169192777,,,,,,,,,,,,,,,
Pastoralism,-3622,,0.185025784,,,,,,,,,,,,,,,
Pastoralism,-3523,,0.201598052,,,,,,,,,,,,,,,
Pastoralism,-3423,,0.218881149,,,,,,,,,,,,,,,
Pastoralism,-3324,,0.23684376,,,,,,,,,,,,,,,
Pastoralism,-3224,,0.25545221100000004,,,,,,,,,,,,,,,
Pastoralism,-3125,,0.274670946,,,,,,,,,,,,,,,
Pastoralism,-3025,,0.29446292399999996,,,,,,,,,,,,,,,
Pastoralism,-2926,,0.31478992699999997,,,,,,,,,,,,,,,
Pastoralism,-2826,,0.33561275799999996,,,,,,,,,,,,,,,
Pastoralism,-2727,,0.356891345,,,,,,,,,,,,,,,
Pastoralism,-2627,,0.378584714,,,,,,,,,,,,,,,
Pastoralism,-2528,,0.40065088,,,,,,,,,,,,,,,
Pastoralism,-2428,,0.42304663299999995,,,,,,,,,,,,,,,
Pastoralism,-2329,,0.445727246,,,,,,,,,,,,,,,
Pastoralism,-2229,,0.468646138,,,,,,,,,,,,,,,
Pastoralism,-2130,,0.49175449200000004,,,,,,,,,,,,,,,
Pastoralism,-2030,,0.5150008779999999,,,,,,,,,,,,,,,
Pastoralism,-1931,,0.538323992,,,,,,,,,,,,,,,
Pastoralism,-1831,,0.56158778,,,,,,,,,,,,,,,
Pastoralism,-1732,,0.584614971,,,,,,,,,,,,,,,
Pastoralism,-1632,,0.60723503,,,,,,,,,,,,,,,
Pastoralism,-1533,,0.629289336,,,,,,,,,,,,,,,
Pastoralism,-1433,,0.6506350479999999,,,,,,,,,,,,,,,
Pastoralism,-1334,,0.6711480470000001,,,,,,,,,,,,,,,
Pastoralism,-1234,,0.69072483,,,,,,,,,,,,,,,
Pastoralism,-1135,,0.709283322,,,,,,,,,,,,,,,
Pastoralism,-1035,,0.7267626909999999,,,,,,,,,,,,,,,
Pastoralism,-936,,0.7431246979999999,,,,,,,,,,,,,,,
Pastoralism,-836,,0.758378379,,,,,,,,,,,,,,,
Pastoralism,-737,,0.772562943,,,,,,,,,,,,,,,
Pastoralism,-637,,0.785723565,,,,,,,,,,,,,,,
Pastoralism,-538,,0.797909167,,,,,,,,,,,,,,,
Pastoralism,-438,,0.8091708809999999,,,,,,,,,,,,,,,
Pastoralism,-339,,0.8195607640000001,,,,,,,,,,,,,,,
Pastoralism,-239,,0.829130748,,,,,,,,,,,,,,,
Pastoralism,-140,,0.837931815,,,,,,,,,,,,,,,
Pastoralism,-40,,0.846013345,,,,,,,,,,,,,,,
Pastoralism,59,,0.853424119,,,,,,,,,,,,,,,
Pastoralism,159,,0.860231967,,,,,,,,,,,,,,,
Pastoralism,258,,0.8665149440000001,,,,,,,,,,,,,,,
Pastoralism,358,,0.8723434440000001,,,,,,,,,,,,,,,
Pastoralism,457,,0.877780536,,,,,,,,,,,,,,,
Pastoralism,557,,0.8828826909999999,,,,,,,,,,,,,,,
Pastoralism,656,,0.887700433,,,,,,,,,,,,,,,
Pastoralism,756,,0.89227889,,,,,,,,,,,,,,,
Pastoralism,855,,0.896658265,,,,,,,,,,,,,,,
Pastoralism,955,,0.900874211,,,,,,,,,,,,,,,
Pastoralism,1054,,0.90495923,,,,,,,,,,,,,,,
Pastoralism,1154,,0.908961375,,,,,,,,,,,,,,,
Pastoralism,1253,,0.9129385659999999,,,,,,,,,,,,,,,
Pastoralism,1353,,0.91693957,,,,,,,,,,,,,,,
Pastoralism,1452,,0.921003198,,,,,,,,,,,,,,,
Pastoralism,1552,,0.9251551459999999,,,,,,,,,,,,,,,
Pastoralism,1651,,0.929353868,,,,,,,,,,,,,,,
Pastoralism,1751,,0.933508742,,,,,,,,,,,,,,,
Pastoralism,1850,,0.937534029,,,,,,,,,,,,,,,
Pastoralism Common,-8000,0.7905138340000001,,,,,,,,,,,,,,,,
Pastoralism Common,-6000,4.347826087,,,,,,,,,,,,,,,,
Pastoralism Common,-4000,7.114624506,,,,,,,,,,,,,,,,
Pastoralism Common,-2000,11.85770751,,,,,,,,,,,,,,,,
Pastoralism Common,-1000,10.67193676,,,,,,,,,,,,,,,,
Pastoralism Common,0,9.486166008,,,,,,,,,,,,,,,,
Pastoralism Common,1000,11.85770751,,,,,,,,,,,,,,,,
Pastoralism Common,1550,11.46245059,,,,,,,,,,,,,,,,
Pastoralism Common,1800,14.22924901,,,,,,,,,,,,,,,,
Pastoralism Common,1900,18.18181818,,,,,,,,,,,,,,,,
Pastoralism Widespread,-8000,0.283286119,,,,,,,,,,,,,,,,
Pastoralism Widespread,-6000,0.283286119,,,,,,,,,,,,,,,,
Pastoralism Widespread,-4000,3.966005666,,,,,,,,,,,,,,,,
Pastoralism Widespread,-2000,7.932011331,,,,,,,,,,,,,,,,
Pastoralism Widespread,-1000,10.4815864,,,,,,,,,,,,,,,,
Pastoralism Widespread,0,13.59773371,,,,,,,,,,,,,,,,
Pastoralism Widespread,1000,14.44759207,,,,,,,,,,,,,,,,
Pastoralism Widespread,1550,15.01416431,,,,,,,,,,,,,,,,
Pastoralism Widespread,1800,15.86402266,,,,,,,,,,,,,,,,
Pastoralism Widespread,1900,18.13031161,,,,,,,,,,,,,,,,
Philippines,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Philippines,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Philippines,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Philippines,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Philippines,-1000,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Philippines,0,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Philippines,1000,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Philippines,1500,,,Widespread,Widespread,Common,None,Absent,,,,,,,,,,
Philippines,1750,,,Widespread,Widespread,Common,None,Present,,,,,,,,,,
Philippines,1850,,,Widespread,Widespread,Common,None,Present,,,,,,,,,,
Poland,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Poland,-6000,,,Widespread,Common,None,Common,Absent,,,,,,,,,,
Poland,-4000,,,Widespread,Widespread,None,Widespread,Absent,,,,,,,,,,
Poland,-2000,,,Common,Widespread,None,Widespread,Absent,,,,,,,,,,
Poland,-1000,,,Minimal,Widespread,None,Widespread,Absent,,,,,,,,,,
Poland,0,,,Minimal,Widespread,None,Widespread,Split,-8000.0,-2000.0,-6000.0,1900.0,-6000.0,1900.0,1800.0,1900.0,1550.0,1900.0
Poland,1000,,,Minimal,Widespread,None,Common,Split,,,,,,,,,,
Poland,1500,,,Minimal,Widespread,Minimal,Widespread,Present,,,,,,,,,,
Poland,1750,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Poland,1850,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Polynesia,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Polynesia,-6000,,,None,None,None,None,Absent,,,,,,,,,,
Polynesia,-4000,,,None,None,None,None,Absent,,,,,,,,,,
Polynesia,-2000,,,None,None,None,None,Absent,,,,,,,,,,
Polynesia,-1000,,,Common,Common,Minimal,None,Absent,,,,,,,,,,
Polynesia,0,,,Common,Common,Minimal,None,Absent,,,,,,,,,,
Polynesia,1000,,,Common,Common,Common,None,Absent,,,,,,,,,,
Polynesia,1500,,,Common,Common,Widespread,None,Absent,,,,,,,,,,
Polynesia,1750,,,Common,Common,Widespread,None,Absent,,,,,,,,,,
Polynesia,1850,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Portugal,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Portugal,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Portugal,-4000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Portugal,-2000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
Portugal,-1000,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Portugal,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-2000.0,-4000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
Portugal,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Portugal,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Portugal,1750,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Portugal,1850,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Romania,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Romania,-6000,,,Widespread,Common,Minimal,Common,Absent,,,,,,,,,,
Romania,-4000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Romania,-2000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Romania,-1000,,,Minimal,Minimal,Widespread,Widespread,Absent,,,,,,,,,,
Romania,0,,,Common,Minimal,Widespread,Widespread,Present,-8000.0,1000.0,-6000.0,1000.0,-6000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Romania,1000,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Romania,1500,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Romania,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Romania,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Russia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Russia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Russia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Russia,-2000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Russia,-1000,,,Common,Minimal,Common,Widespread,Absent,,,,,,,,,,
Russia,0,,,Minimal,Minimal,Common,Widespread,Absent,,,,,,,,,,
Russia,1000,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Russia,1500,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Russia,1750,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Russia,1850,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Rwanda,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Rwanda,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Rwanda,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Rwanda,-2000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Rwanda,-1000,,,Common,None,None,Common,Absent,,,,,,,,,,
Rwanda,0,,,Common,Common,Minimal,Common,Present,-4000.0,1000.0,0.0,1900.0,-1000.0,1900.0,1550.0,1900.0,0.0,1900.0
Rwanda,1000,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Rwanda,1500,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Rwanda,1750,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Rwanda,1850,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Saint Kitts and Nevis,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Saint Kitts and Nevis,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Saint Kitts and Nevis,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Saint Kitts and Nevis,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
